Vianco_data,,,,,
Gattung,GewogenAm,GewichtBezahlt,TVD,,
650 - SPG Kuhkalb,2017-01-27,62,12013279406377,,CH12013279406377
650 - SPG Kuhkalb,2017-01-27,62,12013279406378,,CH12013279406378
640 - SPG Stierkalb,2017-01-27,63,12013279406379,,CH12013279406379
640 - SPG Stierkalb,2017-01-27,63,12013279406380,,CH12013279406380
650 - SPG Kuhkalb,2017-01-27,64,12013279406381,,CH12013279406381
650 - SPG Kuhkalb,2017-01-27,64,12013279406382,,CH12013279406382
640 - SPG Stierkalb,2017-01-27,65,12013279406383,,CH12013279406383
650 - SPG Kuhkalb,2017-01-27,65,12013279406384,,CH12013279406384
650 - SPG Kuhkalb,2017-01-27,65,12013279406385,,CH12013279406385
650 - SPG Kuhkalb,2017-01-27,65,12013279406386,,CH12013279406386
640 - SPG Stierkalb,2017-01-27,66,12013279406387,,CH12013279406387
640 - SPG Stierkalb,2017-01-27,67,12013279406388,,CH12013279406388
650 - SPG Kuhkalb,2017-01-27,67,12013279406389,,CH12013279406389
640 - SPG Stierkalb,2017-01-27,68,12013279406390,,CH12013279406390
650 - SPG Kuhkalb,2017-01-27,68,12013279406391,,CH12013279406391
640 - SPG Stierkalb,2017-01-27,70,12013279406392,,CH12013279406392
650 - SPG Kuhkalb,2017-01-27,70,12013279406393,,CH12013279406393
650 - SPG Kuhkalb,2017-01-27,70,12013279406394,,CH12013279406394
650 - SPG Kuhkalb,2017-01-27,70,12013279406395,,CH12013279406395
650 - SPG Kuhkalb,2017-01-27,70,12013279406396,,CH12013279406396
650 - SPG Kuhkalb,2017-01-27,70,12013279406397,,CH12013279406397
650 - SPG Kuhkalb,2017-01-27,71,12013279406398,,CH12013279406398
640 - SPG Stierkalb,2017-01-27,72,12013279406399,,CH12013279406399
640 - SPG Stierkalb,2017-01-27,72,12013279406400,,CH12013279406400
650 - SPG Kuhkalb,2017-01-27,72,12013279406401,,CH12013279406401
650 - SPG Kuhkalb,2017-01-27,72,12013279406402,,CH12013279406402
650 - SPG Kuhkalb,2017-01-27,72,12013279406403,,CH12013279406403
650 - SPG Kuhkalb,2017-01-27,72,12013279406404,,CH12013279406404
640 - SPG Stierkalb,2017-01-27,73,12013279406405,,CH12013279406405
640 - SPG Stierkalb,2017-01-27,73,12013279406406,,CH12013279406406
640 - SPG Stierkalb,2017-01-27,73,12013279406407,,CH12013279406407
650 - SPG Kuhkalb,2017-01-27,73,12013279406408,,CH12013279406408
640 - SPG Stierkalb,2017-01-27,74,12013279406409,,CH12013279406409
640 - SPG Stierkalb,2017-01-27,74,12013279406410,,CH12013279406410
650 - SPG Kuhkalb,2017-01-27,74,12013279406411,,CH12013279406411
650 - SPG Kuhkalb,2017-01-27,74,12013279406412,,CH12013279406412
650 - SPG Kuhkalb,2017-01-27,74,12013279406413,,CH12013279406413
650 - SPG Kuhkalb,2017-01-27,74,12013279406414,,CH12013279406414
650 - SPG Kuhkalb,2017-01-27,74,12013279406415,,CH12013279406415
640 - SPG Stierkalb,2017-01-27,75,12013279406416,,CH12013279406416
640 - SPG Stierkalb,2017-01-27,75,12013279406417,,CH12013279406417
640 - SPG Stierkalb,2017-01-27,75,12013279406418,,CH12013279406418
640 - SPG Stierkalb,2017-01-27,75,12013279406419,,CH12013279406419
640 - SPG Stierkalb,2017-01-27,75,12013279406420,,CH12013279406420
640 - SPG Stierkalb,2017-01-27,75,12013279406421,,CH12013279406421
640 - SPG Stierkalb,2017-01-27,75,12013279406422,,CH12013279406422
640 - SPG Stierkalb,2017-01-27,75,12013279406423,,CH12013279406423
640 - SPG Stierkalb,2017-01-27,75,12013279406424,,CH12013279406424
640 - SPG Stierkalb,2017-01-27,75,12013279406425,,CH12013279406425
640 - SPG Stierkalb,2017-01-27,75,12013279406426,,CH12013279406426
640 - SPG Stierkalb,2017-01-27,75,12013279406427,,CH12013279406427
640 - SPG Stierkalb,2017-01-27,75,12013279406428,,CH12013279406428
640 - SPG Stierkalb,2017-01-27,75,12013279406429,,CH12013279406429
640 - SPG Stierkalb,2017-01-27,75,12013279406430,,CH12013279406430
640 - SPG Stierkalb,2017-01-27,75,12013279406431,,CH12013279406431
640 - SPG Stierkalb,2017-01-27,75,12013279406432,,CH12013279406432
640 - SPG Stierkalb,2017-01-27,75,12013279406433,,CH12013279406433
640 - SPG Stierkalb,2017-01-27,75,12013279406434,,CH12013279406434
640 - SPG Stierkalb,2017-01-27,75,12013279406435,,CH12013279406435
640 - SPG Stierkalb,2017-01-27,75,12013279406436,,CH12013279406436
640 - SPG Stierkalb,2017-01-27,75,12013279406437,,CH12013279406437
640 - SPG Stierkalb,2017-01-27,75,12013279406438,,CH12013279406438
640 - SPG Stierkalb,2017-01-27,75,12013279406439,,CH12013279406439
640 - SPG Stierkalb,2017-01-27,75,12013279406440,,CH12013279406440
640 - SPG Stierkalb,2017-01-27,75,12013279406441,,CH12013279406441
640 - SPG Stierkalb,2017-01-27,75,12013279406442,,CH12013279406442
640 - SPG Stierkalb,2017-01-27,75,12013279406443,,CH12013279406443
640 - SPG Stierkalb,2017-01-27,75,12013279406444,,CH12013279406444
640 - SPG Stierkalb,2017-01-27,75,12013279406445,,CH12013279406445
640 - SPG Stierkalb,2017-01-27,75,12013279406446,,CH12013279406446
640 - SPG Stierkalb,2017-01-27,75,12013279406447,,CH12013279406447
640 - SPG Stierkalb,2017-01-27,75,12013279406448,,CH12013279406448
640 - SPG Stierkalb,2017-01-27,75,12013279406449,,CH12013279406449
640 - SPG Stierkalb,2017-01-27,75,12013279406450,,CH12013279406450
640 - SPG Stierkalb,2017-01-27,75,12013279406451,,CH12013279406451
640 - SPG Stierkalb,2017-01-27,75,12013279406452,,CH12013279406452
640 - SPG Stierkalb,2017-01-27,75,12013279406453,,CH12013279406453
640 - SPG Stierkalb,2017-01-27,75,12013279406454,,CH12013279406454
640 - SPG Stierkalb,2017-01-27,75,12013279406455,,CH12013279406455
640 - SPG Stierkalb,2017-01-27,75,12013279406456,,CH12013279406456
640 - SPG Stierkalb,2017-01-27,75,12013279406457,,CH12013279406457
640 - SPG Stierkalb,2017-01-27,75,12013279406458,,CH12013279406458
640 - SPG Stierkalb,2017-01-27,75,12013279406459,,CH12013279406459
640 - SPG Stierkalb,2017-01-27,75,12013279406460,,CH12013279406460
640 - SPG Stierkalb,2017-01-27,75,12013279406461,,CH12013279406461
640 - SPG Stierkalb,2017-01-27,75,12013279406462,,CH12013279406462
640 - SPG Stierkalb,2017-01-27,75,12013279406463,,CH12013279406463
640 - SPG Stierkalb,2017-01-27,75,12013279406464,,CH12013279406464
640 - SPG Stierkalb,2017-01-27,75,12013279406465,,CH12013279406465
650 - SPG Kuhkalb,2017-01-27,75,12013279406466,,CH12013279406466
650 - SPG Kuhkalb,2017-01-27,75,12013279406467,,CH12013279406467
650 - SPG Kuhkalb,2017-01-27,75,12013279406468,,CH12013279406468
650 - SPG Kuhkalb,2017-01-27,75,12013279406469,,CH12013279406469
650 - SPG Kuhkalb,2017-01-27,75,12013279406470,,CH12013279406470
650 - SPG Kuhkalb,2017-01-27,75,12013279406471,,CH12013279406471
650 - SPG Kuhkalb,2017-01-27,75,12013279406472,,CH12013279406472
650 - SPG Kuhkalb,2017-01-27,75,12013279406473,,CH12013279406473
650 - SPG Kuhkalb,2017-01-27,75,12013279406474,,CH12013279406474
650 - SPG Kuhkalb,2017-01-27,75,12013279406475,,CH12013279406475
650 - SPG Kuhkalb,2017-01-27,75,12013279406476,,CH12013279406476
650 - SPG Kuhkalb,2017-01-27,75,12013279406477,,CH12013279406477
650 - SPG Kuhkalb,2017-01-27,75,12013279406478,,CH12013279406478
650 - SPG Kuhkalb,2017-01-27,75,12013279406479,,CH12013279406479
650 - SPG Kuhkalb,2017-01-27,75,12013279406480,,CH12013279406480
650 - SPG Kuhkalb,2017-01-27,75,12013279406481,,CH12013279406481
650 - SPG Kuhkalb,2017-01-27,75,12013279406482,,CH12013279406482
650 - SPG Kuhkalb,2017-01-27,75,12013279406483,,CH12013279406483
650 - SPG Kuhkalb,2017-01-27,75,12013279406484,,CH12013279406484
650 - SPG Kuhkalb,2017-01-27,75,12013279406485,,CH12013279406485
650 - SPG Kuhkalb,2017-01-27,75,12013279406486,,CH12013279406486
650 - SPG Kuhkalb,2017-01-27,75,12013279406487,,CH12013279406487
650 - SPG Kuhkalb,2017-01-27,75,12013279406488,,CH12013279406488
650 - SPG Kuhkalb,2017-02-03,58,12013279406489,,CH12013279406489
640 - SPG Stierkalb,2017-02-03,64,12013279406490,,CH12013279406490
640 - SPG Stierkalb,2017-02-03,65,12013279406491,,CH12013279406491
650 - SPG Kuhkalb,2017-02-03,65,12013279406492,,CH12013279406492
640 - SPG Stierkalb,2017-02-03,66,12013279406493,,CH12013279406493
650 - SPG Kuhkalb,2017-02-03,66,12013279406494,,CH12013279406494
640 - SPG Stierkalb,2017-02-03,67,12013279406495,,CH12013279406495
640 - SPG Stierkalb,2017-02-03,67,12013279406496,,CH12013279406496
650 - SPG Kuhkalb,2017-02-03,68,12013279406497,,CH12013279406497
650 - SPG Kuhkalb,2017-02-03,69,12013279406498,,CH12013279406498
640 - SPG Stierkalb,2017-02-03,70,12013279406499,,CH12013279406499
640 - SPG Stierkalb,2017-02-03,70,12013279406500,,CH12013279406500
650 - SPG Kuhkalb,2017-02-03,70,12013279406501,,CH12013279406501
650 - SPG Kuhkalb,2017-02-03,70,12013279406502,,CH12013279406502
650 - SPG Kuhkalb,2017-02-03,70,12013279406503,,CH12013279406503
640 - SPG Stierkalb,2017-02-03,71,12013279406504,,CH12013279406504
640 - SPG Stierkalb,2017-02-03,71,12013279406505,,CH12013279406505
640 - SPG Stierkalb,2017-02-03,71,12013279406506,,CH12013279406506
640 - SPG Stierkalb,2017-02-03,71,12013279406507,,CH12013279406507
650 - SPG Kuhkalb,2017-02-03,71,12013279406508,,CH12013279406508
650 - SPG Kuhkalb,2017-02-03,71,12013279406509,,CH12013279406509
650 - SPG Kuhkalb,2017-02-03,71,12013279406510,,CH12013279406510
640 - SPG Stierkalb,2017-02-03,72,12013279406511,,CH12013279406511
650 - SPG Kuhkalb,2017-02-03,72,12013279406512,,CH12013279406512
640 - SPG Stierkalb,2017-02-03,73,12013279406513,,CH12013279406513
640 - SPG Stierkalb,2017-02-03,73,12013279406514,,CH12013279406514
640 - SPG Stierkalb,2017-02-03,73,12013279406515,,CH12013279406515
640 - SPG Stierkalb,2017-02-03,73,12013279406516,,CH12013279406516
650 - SPG Kuhkalb,2017-02-03,73,12013279406517,,CH12013279406517
650 - SPG Kuhkalb,2017-02-03,73,12013279406518,,CH12013279406518
650 - SPG Kuhkalb,2017-02-03,73,12013279406519,,CH12013279406519
650 - SPG Kuhkalb,2017-02-03,73,12013279406520,,CH12013279406520
640 - SPG Stierkalb,2017-02-03,74,12013279406521,,CH12013279406521
650 - SPG Kuhkalb,2017-02-03,74,12013279406522,,CH12013279406522
650 - SPG Kuhkalb,2017-02-03,74,12013279406523,,CH12013279406523
650 - SPG Kuhkalb,2017-02-03,74,12013279406524,,CH12013279406524
640 - SPG Stierkalb,2017-02-03,75,12013279406525,,CH12013279406525
640 - SPG Stierkalb,2017-02-03,75,12013279406526,,CH12013279406526
640 - SPG Stierkalb,2017-02-03,75,12013279406527,,CH12013279406527
640 - SPG Stierkalb,2017-02-03,75,12013279406528,,CH12013279406528
640 - SPG Stierkalb,2017-02-03,75,12013279406529,,CH12013279406529
640 - SPG Stierkalb,2017-02-03,75,12013279406530,,CH12013279406530
640 - SPG Stierkalb,2017-02-03,75,12013279406531,,CH12013279406531
640 - SPG Stierkalb,2017-02-03,75,12013279406532,,CH12013279406532
640 - SPG Stierkalb,2017-02-03,75,12013279406533,,CH12013279406533
640 - SPG Stierkalb,2017-02-03,75,12013279406534,,CH12013279406534
640 - SPG Stierkalb,2017-02-03,75,12013279406535,,CH12013279406535
640 - SPG Stierkalb,2017-02-03,75,12013279406536,,CH12013279406536
640 - SPG Stierkalb,2017-02-03,75,12013279406537,,CH12013279406537
640 - SPG Stierkalb,2017-02-03,75,12013279406538,,CH12013279406538
640 - SPG Stierkalb,2017-02-03,75,12013279406539,,CH12013279406539
640 - SPG Stierkalb,2017-02-03,75,12013279406540,,CH12013279406540
640 - SPG Stierkalb,2017-02-03,75,12013279406541,,CH12013279406541
640 - SPG Stierkalb,2017-02-03,75,12013279406542,,CH12013279406542
640 - SPG Stierkalb,2017-02-03,75,12013279406543,,CH12013279406543
640 - SPG Stierkalb,2017-02-03,75,12013279406544,,CH12013279406544
640 - SPG Stierkalb,2017-02-03,75,12013279406545,,CH12013279406545
640 - SPG Stierkalb,2017-02-03,75,12013279406546,,CH12013279406546
640 - SPG Stierkalb,2017-02-03,75,12013279406547,,CH12013279406547
640 - SPG Stierkalb,2017-02-03,75,12013279406548,,CH12013279406548
640 - SPG Stierkalb,2017-02-03,75,12013279406549,,CH12013279406549
640 - SPG Stierkalb,2017-02-03,75,12013279406550,,CH12013279406550
640 - SPG Stierkalb,2017-02-03,75,12013279406551,,CH12013279406551
640 - SPG Stierkalb,2017-02-03,75,12013279406552,,CH12013279406552
640 - SPG Stierkalb,2017-02-03,75,12013279406553,,CH12013279406553
640 - SPG Stierkalb,2017-02-03,75,12013279406554,,CH12013279406554
640 - SPG Stierkalb,2017-02-03,75,12013279406555,,CH12013279406555
640 - SPG Stierkalb,2017-02-03,75,12013279406556,,CH12013279406556
640 - SPG Stierkalb,2017-02-03,75,12013279406557,,CH12013279406557
640 - SPG Stierkalb,2017-02-03,75,12013279406558,,CH12013279406558
640 - SPG Stierkalb,2017-02-03,75,12013279406559,,CH12013279406559
640 - SPG Stierkalb,2017-02-03,75,12013279406560,,CH12013279406560
640 - SPG Stierkalb,2017-02-03,75,12013279406561,,CH12013279406561
640 - SPG Stierkalb,2017-02-03,75,12013279406562,,CH12013279406562
640 - SPG Stierkalb,2017-02-03,75,12013279406563,,CH12013279406563
650 - SPG Kuhkalb,2017-02-03,75,12013279406564,,CH12013279406564
650 - SPG Kuhkalb,2017-02-03,75,12013279406565,,CH12013279406565
650 - SPG Kuhkalb,2017-02-03,75,12013279406566,,CH12013279406566
650 - SPG Kuhkalb,2017-02-03,75,12013279406567,,CH12013279406567
650 - SPG Kuhkalb,2017-02-03,75,12013279406568,,CH12013279406568
650 - SPG Kuhkalb,2017-02-03,75,12013279406569,,CH12013279406569
650 - SPG Kuhkalb,2017-02-03,75,12013279406570,,CH12013279406570
650 - SPG Kuhkalb,2017-02-03,75,12013279406571,,CH12013279406571
650 - SPG Kuhkalb,2017-02-03,75,12013279406572,,CH12013279406572
650 - SPG Kuhkalb,2017-02-03,75,12013279406573,,CH12013279406573
650 - SPG Kuhkalb,2017-02-03,75,12013279406574,,CH12013279406574
650 - SPG Kuhkalb,2017-02-03,75,12013279406575,,CH12013279406575
650 - SPG Kuhkalb,2017-02-03,75,12013279406576,,CH12013279406576
650 - SPG Kuhkalb,2017-02-03,75,12013279406577,,CH12013279406577
650 - SPG Kuhkalb,2017-02-03,75,12013279406578,,CH12013279406578
650 - SPG Kuhkalb,2017-02-03,75,12013279406579,,CH12013279406579
650 - SPG Kuhkalb,2017-02-03,75,12013279406580,,CH12013279406580
650 - SPG Kuhkalb,2017-02-03,75,12013279406581,,CH12013279406581
650 - SPG Kuhkalb,2017-02-03,75,12013279406582,,CH12013279406582
650 - SPG Kuhkalb,2017-02-03,75,12013279406583,,CH12013279406583
650 - SPG Kuhkalb,2017-02-03,75,12013279406584,,CH12013279406584
650 - SPG Kuhkalb,2017-02-03,75,12013279406585,,CH12013279406585
650 - SPG Kuhkalb,2017-02-03,75,12013279406586,,CH12013279406586
650 - SPG Kuhkalb,2017-02-03,75,12013279406587,,CH12013279406587
650 - SPG Kuhkalb,2017-02-10,50,12013279406588,,CH12013279406588
640 - SPG Stierkalb,2017-02-10,55,12013279406589,,CH12013279406589
650 - SPG Kuhkalb,2017-02-10,56,12013279406590,,CH12013279406590
650 - SPG Kuhkalb,2017-02-10,57,12013279406591,,CH12013279406591
650 - SPG Kuhkalb,2017-02-10,58,12013279406592,,CH12013279406592
650 - SPG Kuhkalb,2017-02-10,59,12013279406593,,CH12013279406593
650 - SPG Kuhkalb,2017-02-10,61,12013279406594,,CH12013279406594
640 - SPG Stierkalb,2017-02-10,62,12013279406595,,CH12013279406595
640 - SPG Stierkalb,2017-02-10,62,12013279406596,,CH12013279406596
640 - SPG Stierkalb,2017-02-10,64,12013279406597,,CH12013279406597
650 - SPG Kuhkalb,2017-02-10,64,12013279406598,,CH12013279406598
640 - SPG Stierkalb,2017-02-10,65,12013279406599,,CH12013279406599
650 - SPG Kuhkalb,2017-02-10,65,12013279406600,,CH12013279406600
650 - SPG Kuhkalb,2017-02-10,65,12013279406601,,CH12013279406601
640 - SPG Stierkalb,2017-02-10,67,12013279406602,,CH12013279406602
640 - SPG Stierkalb,2017-02-10,67,12013279406603,,CH12013279406603
640 - SPG Stierkalb,2017-02-10,67,12013279406604,,CH12013279406604
640 - SPG Stierkalb,2017-02-10,68,12013279406605,,CH12013279406605
640 - SPG Stierkalb,2017-02-10,68,12013279406606,,CH12013279406606
650 - SPG Kuhkalb,2017-02-10,68,12013279406607,,CH12013279406607
640 - SPG Stierkalb,2017-02-10,70,12013279406608,,CH12013279406608
640 - SPG Stierkalb,2017-02-10,70,12013279406609,,CH12013279406609
640 - SPG Stierkalb,2017-02-10,70,12013279406610,,CH12013279406610
640 - SPG Stierkalb,2017-02-10,70,12013279406611,,CH12013279406611
650 - SPG Kuhkalb,2017-02-10,70,12013279406612,,CH12013279406612
650 - SPG Kuhkalb,2017-02-10,70,12013279406613,,CH12013279406613
640 - SPG Stierkalb,2017-02-10,71,12013279406614,,CH12013279406614
640 - SPG Stierkalb,2017-02-10,71,12013279406615,,CH12013279406615
640 - SPG Stierkalb,2017-02-10,71,12013279406616,,CH12013279406616
640 - SPG Stierkalb,2017-02-10,71,12013279406617,,CH12013279406617
640 - SPG Stierkalb,2017-02-10,71,12013279406618,,CH12013279406618
640 - SPG Stierkalb,2017-02-10,71,12013279406619,,CH12013279406619
650 - SPG Kuhkalb,2017-02-10,71,12013279406620,,CH12013279406620
650 - SPG Kuhkalb,2017-02-10,71,12013279406621,,CH12013279406621
640 - SPG Stierkalb,2017-02-10,72,12013279406622,,CH12013279406622
640 - SPG Stierkalb,2017-02-10,72,12013279406623,,CH12013279406623
650 - SPG Kuhkalb,2017-02-10,72,12013279406624,,CH12013279406624
640 - SPG Stierkalb,2017-02-10,73,12013279406625,,CH12013279406625
640 - SPG Stierkalb,2017-02-10,73,12013279406626,,CH12013279406626
640 - SPG Stierkalb,2017-02-10,73,12013279406627,,CH12013279406627
650 - SPG Kuhkalb,2017-02-10,73,12013279406628,,CH12013279406628
640 - SPG Stierkalb,2017-02-10,74,12013279406629,,CH12013279406629
650 - SPG Kuhkalb,2017-02-10,74,12013279406630,,CH12013279406630
650 - SPG Kuhkalb,2017-02-10,74,12013279406631,,CH12013279406631
640 - SPG Stierkalb,2017-02-10,75,12013279406632,,CH12013279406632
640 - SPG Stierkalb,2017-02-10,75,12013279406633,,CH12013279406633
640 - SPG Stierkalb,2017-02-10,75,12013279406634,,CH12013279406634
640 - SPG Stierkalb,2017-02-10,75,12013279406635,,CH12013279406635
640 - SPG Stierkalb,2017-02-10,75,12013279406636,,CH12013279406636
640 - SPG Stierkalb,2017-02-10,75,12013279406637,,CH12013279406637
640 - SPG Stierkalb,2017-02-10,75,12013279406638,,CH12013279406638
640 - SPG Stierkalb,2017-02-10,75,12013279406639,,CH12013279406639
640 - SPG Stierkalb,2017-02-10,75,12013279406640,,CH12013279406640
640 - SPG Stierkalb,2017-02-10,75,12013279406641,,CH12013279406641
640 - SPG Stierkalb,2017-02-10,75,12013279406642,,CH12013279406642
640 - SPG Stierkalb,2017-02-10,75,12013279406643,,CH12013279406643
640 - SPG Stierkalb,2017-02-10,75,12013279406644,,CH12013279406644
640 - SPG Stierkalb,2017-02-10,75,12013279406645,,CH12013279406645
640 - SPG Stierkalb,2017-02-10,75,12013279406646,,CH12013279406646
640 - SPG Stierkalb,2017-02-10,75,12013279406647,,CH12013279406647
640 - SPG Stierkalb,2017-02-10,75,12013279406648,,CH12013279406648
640 - SPG Stierkalb,2017-02-10,75,12013279406649,,CH12013279406649
640 - SPG Stierkalb,2017-02-10,75,12013279406650,,CH12013279406650
640 - SPG Stierkalb,2017-02-10,75,12013279406651,,CH12013279406651
640 - SPG Stierkalb,2017-02-10,75,12013279406652,,CH12013279406652
640 - SPG Stierkalb,2017-02-10,75,12013279406653,,CH12013279406653
640 - SPG Stierkalb,2017-02-10,75,12013279406654,,CH12013279406654
640 - SPG Stierkalb,2017-02-10,75,12013279406655,,CH12013279406655
640 - SPG Stierkalb,2017-02-10,75,12013279406656,,CH12013279406656
640 - SPG Stierkalb,2017-02-10,75,12013279406657,,CH12013279406657
640 - SPG Stierkalb,2017-02-10,75,12013279406658,,CH12013279406658
640 - SPG Stierkalb,2017-02-10,75,12013279406659,,CH12013279406659
640 - SPG Stierkalb,2017-02-10,75,12013279406660,,CH12013279406660
640 - SPG Stierkalb,2017-02-10,75,12013279406661,,CH12013279406661
640 - SPG Stierkalb,2017-02-10,75,12013279406662,,CH12013279406662
640 - SPG Stierkalb,2017-02-10,75,12013279406663,,CH12013279406663
640 - SPG Stierkalb,2017-02-10,75,12013279406664,,CH12013279406664
640 - SPG Stierkalb,2017-02-10,75,12013279406665,,CH12013279406665
640 - SPG Stierkalb,2017-02-10,75,12013279406666,,CH12013279406666
640 - SPG Stierkalb,2017-02-10,75,12013279406667,,CH12013279406667
640 - SPG Stierkalb,2017-02-10,75,12013279406668,,CH12013279406668
640 - SPG Stierkalb,2017-02-10,75,12013279406669,,CH12013279406669
640 - SPG Stierkalb,2017-02-10,75,12013279406670,,CH12013279406670
640 - SPG Stierkalb,2017-02-10,75,12013279406671,,CH12013279406671
640 - SPG Stierkalb,2017-02-10,75,12013279406672,,CH12013279406672
640 - SPG Stierkalb,2017-02-10,75,12013279406673,,CH12013279406673
650 - SPG Kuhkalb,2017-02-10,75,12013279406674,,CH12013279406674
650 - SPG Kuhkalb,2017-02-10,75,12013279406675,,CH12013279406675
650 - SPG Kuhkalb,2017-02-10,75,12013279406676,,CH12013279406676
